split,file,classes,reasons,recommendation,width,height,brightness_mean,contrast_std,blur_laplacian_var
train,data_output\yolo_roboflow_only\images\train\images-2023-10-10T145320-341_jpeg.rf.91dd2349bcce34ceb0070e087bbeb5ec.jpg,Nugget,low_resolution,review_delete_or_replace,276,183,133.47,54.78,2474.12
train,data_output\yolo_roboflow_only\images\train\images-2023-10-10T145320-889_jpeg.rf.0419e5bebdc2b39ae644f75d0ad47548.jpg,Nugget,low_resolution,review_delete_or_replace,300,168,165.90,55.43,1484.62
train,data_output\yolo_roboflow_only\images\train\images-2023-10-10T145320-981_jpeg.rf.1a1ccd9b386c069f9fbc78bc5fc87290.jpg,Nugget,too_bright,review_delete_or_replace,225,225,221.48,42.81,2264.67
train,data_output\yolo_roboflow_only\images\train\images-2023-10-10T145322-129_jpeg.rf.7c702c60ed59936c77c4fcbb47c20adc.jpg,Nugget,low_resolution,review_delete_or_replace,275,183,140.69,67.61,1510.56
train,data_output\yolo_roboflow_only\images\train\images-2023-10-10T145322-226_jpeg.rf.c4638e0b38e26278221875a2d6a66b7c.jpg,Nugget,low_resolution,review_delete_or_replace,248,203,201.68,63.45,1811.41
train,data_output\yolo_roboflow_only\images\train\images-21-_jpg.rf.13b4fe3e3f596b2aa4610232452edffb.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,124.40,45.49,562.10
train,data_output\yolo_roboflow_only\images\train\images-21-_jpg.rf.2f4e17f7acecbfe35fd8c4b93427e461.jpg,Telur Goreng,low_resolution,review_delete_or_replace,267,189,101.80,60.85,595.03
train,data_output\yolo_roboflow_only\images\train\images-21-_jpg.rf.85ad32be5e286591992061929976e536.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,267,189,114.50,58.05,1017.77
train,data_output\yolo_roboflow_only\images\train\images-22-_jpg.rf.759a18cb9fafc2162aeeeb03cc68d5c1.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,267,189,94.76,52.60,642.96
train,data_output\yolo_roboflow_only\images\train\images-22-_jpg.rf.78a14f40b8a39f8a008a30c29e8a967f.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,101.50,50.58,1838.52
train,data_output\yolo_roboflow_only\images\train\images-23-_jpg.rf.4eb4664ff0f99f446b396f818bcc2d7f.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,117.56,58.84,1923.78
train,data_output\yolo_roboflow_only\images\train\images-23-_jpg.rf.84ac89c1758d6d227ac7bbccafea29c1.jpg,Nasi Goreng|Telur Goreng,low_resolution,review_delete_or_replace,259,194,150.50,54.57,1503.14
train,data_output\yolo_roboflow_only\images\train\images-24-_jpg.rf.2653da84965a1d664e575132f4455d9e.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,161.94,53.17,1631.03
train,data_output\yolo_roboflow_only\images\train\images-24-_jpg.rf.349c8b99ab94fff6e3a71376b97fef13.jpg,Telur Goreng,low_resolution,review_delete_or_replace,128,176,164.50,42.14,1326.04
train,data_output\yolo_roboflow_only\images\train\images-24-_jpg.rf.d114dfce7d8a3db509775bcaae55e4ac.jpg,Nasi Goreng,low_resolution,review_delete_or_replace,100,100,156.95,64.83,4394.45
train,data_output\yolo_roboflow_only\images\train\images-25-_jpg.rf.556f7136b8b6d506a27d89cf38d4fd79.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,84.15,43.86,1451.63
train,data_output\yolo_roboflow_only\images\train\images-25-_jpg.rf.6153a08f0d2a66e69093490d5f69b39d.jpg,Telur Goreng,low_resolution,review_delete_or_replace,258,195,165.94,47.25,498.32
train,data_output\yolo_roboflow_only\images\train\images-25-_jpg.rf.76e34099b47b44208cf8f2fb67ef9f8e.jpg,Nasi Goreng,low_resolution,review_delete_or_replace,100,100,87.87,37.96,2089.29
train,data_output\yolo_roboflow_only\images\train\images-25-_jpg.rf.e15a41645d7fcaad2118075a0b373e71.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,259,194,128.77,51.03,272.87
train,data_output\yolo_roboflow_only\images\train\images-26-_jpg.rf.144b9fc8ffa66843870befcfe8f6fe75.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,152.17,58.44,4262.59
train,data_output\yolo_roboflow_only\images\train\images-26-_jpg.rf.524421f5edc0296f612ce1c2289f3ef8.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,259,194,143.51,52.71,725.26
train,data_output\yolo_roboflow_only\images\train\images-26-_jpg.rf.7eab268dfb501546a2b8f6e4b7aeb397.jpg,Nasi Goreng|Telur Goreng,low_resolution,review_delete_or_replace,100,100,162.68,38.76,2002.69
train,data_output\yolo_roboflow_only\images\train\images-27-_jpg.rf.22950bdd39f16f7ece95d3264a80b041.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,146.61,41.36,1226.87
train,data_output\yolo_roboflow_only\images\train\images-27-_jpg.rf.db4ed0e2b4ccf9ba94c7bb16568a897a.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,259,194,115.60,39.11,859.06
train,data_output\yolo_roboflow_only\images\train\images-27-_jpg.rf.f163a83cc89626bd86a8b6fbe8e79753.jpg,Telur Goreng,low_resolution,review_delete_or_replace,270,187,181.64,54.81,1069.77
train,data_output\yolo_roboflow_only\images\train\images-28-_jpg.rf.38e9865b756c46896c853b9a1af03e78.jpg,Telur Goreng,low_resolution,review_delete_or_replace,275,183,120.34,69.56,4558.86
train,data_output\yolo_roboflow_only\images\train\images-28-_jpg.rf.720e7b161c3094067643aac040c7e245.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,129.96,50.02,1458.26
train,data_output\yolo_roboflow_only\images\train\images-28-_jpg.rf.a92b353510190431db2099809cce55f9.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,319,158,140.49,47.52,1647.64
train,data_output\yolo_roboflow_only\images\train\images-29-_jpg.rf.594fa4f887ca52a9279acba6eec2d2a3.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,271,186,124.99,58.07,759.63
train,data_output\yolo_roboflow_only\images\train\images-29-_jpg.rf.e1519c9b59002ee974b918e6f762133a.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,177,285,144.61,57.01,2803.41
train,data_output\yolo_roboflow_only\images\train\images-3-_jpg.rf.0412dbc0ae0f61260e087f66e856879f.jpg,Rendang Sapi,low_resolution,review_delete_or_replace,318,159,108.39,59.38,2076.06
train,data_output\yolo_roboflow_only\images\train\images-3-_jpg.rf.6a761aaab96733cd52ead8f57dc79333.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,115.15,52.08,1605.03
train,data_output\yolo_roboflow_only\images\train\images-30-_jpg.rf.9f165bfac5339f418d34cf8f0d40a196.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,113.84,53.06,2339.97
train,data_output\yolo_roboflow_only\images\train\images-30-_jpg.rf.d44571b2ed371727d361629dce32df44.jpg,Rendang Sapi,low_resolution,review_delete_or_replace,268,188,120.35,84.65,4653.22
train,data_output\yolo_roboflow_only\images\train\images-30-_jpg.rf.f219c20a64eb264bd7fc81294e5a34e9.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,259,194,191.52,45.57,566.84
train,data_output\yolo_roboflow_only\images\train\images-31-_jpg.rf.9bf2d37765af2bdfcd2071531356f809.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,281,179,134.95,50.93,1346.99
train,data_output\yolo_roboflow_only\images\train\images-31-_jpg.rf.b985689df33ecc375ab9b497834ba921.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,302,167,135.69,44.56,714.00
train,data_output\yolo_roboflow_only\images\train\images-32-_jpg.rf.23c6a41b8afaa81a0bb88024e33e0d40.jpg,Telur Goreng,low_resolution,review_delete_or_replace,259,194,165.15,30.41,424.46
train,data_output\yolo_roboflow_only\images\train\images-32-_jpg.rf.3a30873d9f50ebba2687dd6b9fc90d5d.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,124.34,56.01,2221.67
train,data_output\yolo_roboflow_only\images\train\images-33-_jpg.rf.88f5bfcfe62ca3baf638075afb8785cd.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,127.76,43.48,1605.69
train,data_output\yolo_roboflow_only\images\train\images-33-_jpg.rf.dfb34c95b5915edaa32ec5700fd317f4.jpg,Telur Goreng,low_resolution,review_delete_or_replace,267,189,131.30,62.66,3685.47
train,data_output\yolo_roboflow_only\images\train\images-34-_jpg.rf.5e19a87ea722c55836d2a198b40c04c5.jpg,Tahu Goreng|Tempe Goreng,low_resolution,review_delete_or_replace,267,189,129.04,72.54,770.01
train,data_output\yolo_roboflow_only\images\train\images-34-_jpg.rf.66ab451328f41404b0124ea23163460b.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,168,299,150.54,51.55,544.39
train,data_output\yolo_roboflow_only\images\train\images-34-_jpg.rf.f5dff36b84fc56aba6ec197dbca1a3c6.jpg,Telur Goreng,low_resolution,review_delete_or_replace,267,189,157.51,47.53,1204.60
train,data_output\yolo_roboflow_only\images\train\images-35-_jpg.rf.6087a8833399b3858a4a47aa8c9a63d0.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,177,285,118.28,46.54,2735.13
train,data_output\yolo_roboflow_only\images\train\images-35-_jpg.rf.9633670cd223a2be5d05b0e99c14a725.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,265,190,142.26,53.40,1779.01
train,data_output\yolo_roboflow_only\images\train\images-36-_jpg.rf.08992b6164d2a329070ef18b8badc819.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,173.76,60.93,1168.38
train,data_output\yolo_roboflow_only\images\train\images-36-_jpg.rf.787cdd6927231928a55032eb978637aa.jpg,Telur Goreng,low_resolution,review_delete_or_replace,299,168,152.77,79.00,2618.08
train,data_output\yolo_roboflow_only\images\train\images-37-_jpg.rf.5f6d9218b2575dd9f25f19d9bc704ac2.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,149.62,59.70,1040.89
train,data_output\yolo_roboflow_only\images\train\images-37-_jpg.rf.6f8acff5bcd96fbfe1e744d6126cecb4.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,299,168,123.97,70.48,721.42
train,data_output\yolo_roboflow_only\images\train\images-38-_jpg.rf.b32a8cc4d0d60470ff2d115d66ac1cde.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,125.64,70.52,1780.47
train,data_output\yolo_roboflow_only\images\train\images-39-_jpg.rf.31c89df15850e5bc975e68c1bc28c3a0.jpg,Telur Goreng,low_resolution,review_delete_or_replace,310,163,164.19,52.45,672.43
train,data_output\yolo_roboflow_only\images\train\images-39-_jpg.rf.65e28e6cbdde42a2d6fad8e4826043b2.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,130.17,58.74,1205.68
train,data_output\yolo_roboflow_only\images\train\images-4-_jpg.rf.1d416266186e93c438d1b8bbdcb2754f.jpg,Telur Goreng,low_resolution,review_delete_or_replace,100,100,141.04,46.35,2066.46
train,data_output\yolo_roboflow_only\images\train\images-4-_jpg.rf.f7a6ddd7c30b2307442658ce2050622c.jpg,Rendang Sapi,low_resolution,review_delete_or_replace,310,163,89.99,52.99,5095.43
train,data_output\yolo_roboflow_only\images\train\images-40-_jpg.rf.3a5a69cb1ffa69b0d9e139d1cffe2c4a.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,144.08,44.42,968.93
train,data_output\yolo_roboflow_only\images\train\images-40-_jpg.rf.7b4be5ef0adbcb6ab2fa89ffa0d1155c.jpg,Telur Goreng,low_resolution,review_delete_or_replace,310,163,150.67,33.22,651.12
train,data_output\yolo_roboflow_only\images\train\images-41-_jpg.rf.781ff85ed465e5a09a538c042bb92017.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,112.98,56.72,3053.73
train,data_output\yolo_roboflow_only\images\train\images-41-_jpg.rf.c9b19e80f10af78ba3e01e10c34a9797.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,280,180,153.02,57.57,839.72
train,data_output\yolo_roboflow_only\images\train\images-42-_jpg.rf.97fa697f0953529ccf35e356130a9835.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,142.21,69.04,929.94
train,data_output\yolo_roboflow_only\images\train\images-43-_jpg.rf.0c8e21d6818c9e58c337250c03e0cd76.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,128.77,55.68,1393.29
train,data_output\yolo_roboflow_only\images\train\images-44-_jpg.rf.9df37b4a702481b4e8b2cd843abe7faf.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,94.03,64.15,3843.01
train,data_output\yolo_roboflow_only\images\train\images-45-_jpg.rf.4c57176e293118cc78af538083f2765f.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,117.10,70.00,2224.02
train,data_output\yolo_roboflow_only\images\train\images-45-_jpg.rf.ed83db97c4b58755162104100357ebca.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,276,183,151.74,56.81,1048.44
train,data_output\yolo_roboflow_only\images\train\images-46-_jpg.rf.1b39ba59e4a222fbd9053ecdf938425f.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,112.90,47.50,1444.63
train,data_output\yolo_roboflow_only\images\train\images-46-_jpg.rf.2a033641a1272f734f00d1f60e3932f8.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,275,183,125.47,58.36,448.44
train,data_output\yolo_roboflow_only\images\train\images-47-_jpg.rf.71425071b2cd5332768721154964b7fa.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,273,185,127.81,76.25,658.21
train,data_output\yolo_roboflow_only\images\train\images-47-_jpg.rf.a1c989917d2b1bfbc55c730403c28368.jpg,Tahu Goreng|Tempe Goreng,low_resolution,review_delete_or_replace,267,189,148.08,54.51,876.41
train,data_output\yolo_roboflow_only\images\train\images-48-_jpg.rf.4601e24aa7b49425eec18e7f58b85122.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,134.11,49.20,2669.18
train,data_output\yolo_roboflow_only\images\train\images-49-_jpg.rf.4495843f93086b629b7a927d73b26a99.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,112.42,51.75,947.40
train,data_output\yolo_roboflow_only\images\train\images-49-_jpg.rf.5fb16786af6a5dbe801bed62cbbaefc3.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,275,183,81.42,61.03,2295.45
train,data_output\yolo_roboflow_only\images\train\images-5-_jpg.rf.125c7d7677bdacb5a079886f393056da.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,299,169,177.20,57.98,1121.79
train,data_output\yolo_roboflow_only\images\train\images-5-_jpg.rf.6d226bc06e8c8998196c66f10e6f079d.jpg,Telur Goreng,low_resolution,review_delete_or_replace,201,251,154.29,40.17,300.48
train,data_output\yolo_roboflow_only\images\train\images-5-_jpg.rf.84b4eccd61c436f6b5e096266af3513d.jpg,Rendang Sapi,low_resolution,review_delete_or_replace,318,159,106.77,63.93,3839.18
train,data_output\yolo_roboflow_only\images\train\images-50-_jpg.rf.1aa915c88fb9e08ab45afe541d963607.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,128.86,48.75,1402.28
train,data_output\yolo_roboflow_only\images\train\images-51-_jpg.rf.6a7290ef82f265b93fb20d8e6e8dc866.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,100.81,33.46,703.64
train,data_output\yolo_roboflow_only\images\train\images-52-_jpg.rf.18efbed9548a7a8c37e4ea0357e20c74.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,282,179,132.07,43.13,713.77
train,data_output\yolo_roboflow_only\images\train\images-53-_jpg.rf.1330c427c8951ec3d1708124ff114cc1.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,131.31,45.95,3793.50
train,data_output\yolo_roboflow_only\images\train\images-53-_jpg.rf.b046a881a676f5f1b681b13aa3f8bc3c.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,276,182,141.11,52.22,656.97
train,data_output\yolo_roboflow_only\images\train\images-54-_jpg.rf.0e8ed496472cf69cf3622be045037f3f.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,72.01,72.13,3455.38
train,data_output\yolo_roboflow_only\images\train\images-55-_jpg.rf.212b20be94532b0f54dbf2ed35747e9e.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,169.70,51.49,2087.52
train,data_output\yolo_roboflow_only\images\train\images-57-_jpg.rf.102cb2d9b3798aa8889f863c2e6bde4a.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,267,189,128.49,62.09,1083.14
train,data_output\yolo_roboflow_only\images\train\images-6-_jpg.rf.04287542f0092591f501cd2de9a3f41b.jpg,Nasi Goreng,low_resolution,review_delete_or_replace,310,163,156.90,37.80,1330.76
train,data_output\yolo_roboflow_only\images\train\images-6-_jpg.rf.2b1924c2ea4cf25a16ff20c2a720086b.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,267,189,102.08,59.99,1138.86
train,data_output\yolo_roboflow_only\images\train\images-6-_jpg.rf.78258f8c2f27892fe0e76c1b04c76119.jpg,Telur Goreng,low_resolution,review_delete_or_replace,100,100,122.99,31.62,839.30
train,data_output\yolo_roboflow_only\images\train\images-6-_jpg.rf.9fcb683d869da98ef157ef8a6326af24.jpg,Rendang Sapi,low_resolution,review_delete_or_replace,310,163,173.22,79.20,3525.80
train,data_output\yolo_roboflow_only\images\train\images-6-_jpg.rf.d2976a70ab07764fc3995c2fd734302e.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,318,159,140.22,63.02,695.23
train,data_output\yolo_roboflow_only\images\train\images-7-_jpg.rf.604ed07b289fb166a2f5df78f052f3d3.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,267,189,131.18,57.46,505.09
train,data_output\yolo_roboflow_only\images\train\images-7-_jpg.rf.b8de56eaf67fdeb6a2513a58e85fc865.jpg,Telur Goreng,low_resolution,review_delete_or_replace,100,100,162.78,31.39,641.87
train,data_output\yolo_roboflow_only\images\train\images-7-_jpg.rf.c860bad39437d463830e8189c3f9be5e.jpg,Rendang Sapi,low_resolution,review_delete_or_replace,318,159,134.36,64.32,4474.89
train,data_output\yolo_roboflow_only\images\train\images-8-_jpg.rf.725d386b247c3207d72f72d5893e6f5d.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,267,189,52.03,66.54,1712.87
train,data_output\yolo_roboflow_only\images\train\images-8-_jpg.rf.8255cce661a157770cd2e5291c7722a0.jpg,Telur Goreng,low_resolution,review_delete_or_replace,267,189,123.13,37.94,720.46
train,data_output\yolo_roboflow_only\images\train\images-9-_jpg.rf.0f86b3328b8b6a177000bb03d67a2be4.jpg,Tempe Goreng,low_resolution,review_delete_or_replace,299,169,148.34,39.33,504.05
train,data_output\yolo_roboflow_only\images\train\images-9-_jpg.rf.14bc38a554ba096c08d1c30f20865f9e.jpg,Tahu Goreng,low_resolution,review_delete_or_replace,263,192,134.41,52.31,639.56
train,data_output\yolo_roboflow_only\images\train\images-9-_jpg.rf.c03690368ea15bc362d4b7a4a44d6c38.jpg,Rendang Sapi,low_resolution,review_delete_or_replace,300,168,85.39,70.16,2498.14
train,data_output\yolo_roboflow_only\images\train\images11_jpg.rf.721b4bb65924312484fa9376a1db485b.jpg,Biskuit Choco Chips,low_resolution,review_delete_or_replace,194,259,187.44,50.17,2820.12
train,data_output\yolo_roboflow_only\images\train\images12_jpg.rf.1c1d4fa4d879d5466267d5b7469100a2.jpg,Biskuit Choco Chips,low_resolution,review_delete_or_replace,190,266,162.94,62.51,6587.89
train,data_output\yolo_roboflow_only\images\train\images13_jpg.rf.32189f1e4cbbbbeda0915f55a60f18c4.jpg,Biskuit Choco Chips,low_resolution,review_delete_or_replace,183,275,207.81,45.85,1647.77
train,data_output\yolo_roboflow_only\images\train\images15_jpg.rf.617bf5b902ac3ec05f0b97199d5af1d4.jpg,Biskuit Choco Chips,low_resolution,review_delete_or_replace,183,275,170.87,50.23,1641.00
train,data_output\yolo_roboflow_only\images\train\images17_jpg.rf.bebeb7bb170ddaae26cd6f5f6595a995.jpg,Biskuit Choco Chips,low_resolution,review_delete_or_replace,183,275,132.25,78.14,1518.16
train,data_output\yolo_roboflow_only\images\train\images18_jpg.rf.07466f1ce6cf6198f849a92ef89fcba5.jpg,Biskuit Choco Chips,low_resolution,review_delete_or_replace,275,183,218.24,56.56,1639.73
train,data_output\yolo_roboflow_only\images\train\images6_jpg.rf.4661a592f44db87ea5e785a23d5eacf4.jpg,Biskuit Choco Chips,low_resolution,review_delete_or_replace,275,183,218.23,48.41,1315.19
train,data_output\yolo_roboflow_only\images\train\images_jpg.rf.a2841172ca3b895a9b5deec3dbb4836c.jpg,Rendang Sapi,low_resolution,review_delete_or_replace,318,159,80.51,71.92,3165.64
train,data_output\yolo_roboflow_only\images\train\img00309_jpg.rf.56c88b2914217775fbb205b366298ab9.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,168.20,34.75,12.87
train,data_output\yolo_roboflow_only\images\train\img00830_jpg.rf.a6df531f631e26155c1b38d80690215d.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,151.72,37.22,7.57
train,data_output\yolo_roboflow_only\images\train\img00835_jpg.rf.4fdc5b7f0339d7004d3e15005274cce5.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,151.30,43.40,9.73
train,data_output\yolo_roboflow_only\images\train\img00842_jpg.rf.78fa80e99a57cf399178340c4b000e15.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,145.65,39.50,15.87
train,data_output\yolo_roboflow_only\images\train\img00862_jpg.rf.62dee5eb8cc838313dec2d52ca92bbcf.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,147.24,36.97,12.93
train,data_output\yolo_roboflow_only\images\train\img00868_jpg.rf.a6fbbe435f9a8b7f419714177c1a9f7a.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,149.69,33.47,9.56
train,data_output\yolo_roboflow_only\images\train\img00877_jpg.rf.1e11fda03676c8d09081dd7d242e46cf.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,149.51,31.75,13.46
train,data_output\yolo_roboflow_only\images\train\img00883_jpg.rf.0ed4004db75cc021b7398634d7315e9b.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,148.72,30.17,10.70
train,data_output\yolo_roboflow_only\images\train\img00888_jpg.rf.21d03e6d907c65e7ac3c259745c49d34.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,152.37,30.19,9.61
train,data_output\yolo_roboflow_only\images\train\img00897_jpg.rf.85b4bf2eb37492f0aeacbf29c8a07be8.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,157.78,33.01,31.18
train,data_output\yolo_roboflow_only\images\train\img00899_jpg.rf.7cb5c09fd2d97ef363119b25107f5972.jpg,Stroberi,possibly_blurry,review_delete_or_replace,1280,720,157.37,32.20,18.32
train,data_output\yolo_roboflow_only\images\train\IMG_5765_JPG.rf.94432fabe13dd507caec343a094cfa8b.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,123.73,91.48,42.68
train,data_output\yolo_roboflow_only\images\train\IMG_5772_JPG.rf.e4819478087d1f2f4884afca48645fff.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,144.31,70.14,54.39
train,data_output\yolo_roboflow_only\images\train\IMG_5773_JPG.rf.48258f668d119e1a7081b529932ab634.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,149.77,70.09,49.60
train,data_output\yolo_roboflow_only\images\train\IMG_5775_JPG.rf.01516d65e0f0af1c35ff6599c41945ef.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,144.48,66.66,49.47
train,data_output\yolo_roboflow_only\images\train\IMG_5777_JPG.rf.9d188376e6dbcd652939f94db20e14aa.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,154.90,62.31,44.61
train,data_output\yolo_roboflow_only\images\train\IMG_5782_JPG.rf.f71f56e4e275ba22d32dd4fa8136de00.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,133.45,70.26,44.91
train,data_output\yolo_roboflow_only\images\train\IMG_5783_JPG.rf.7f170fef1d29ab91ac67a9f59e2b8327.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,140.28,68.35,49.02
train,data_output\yolo_roboflow_only\images\train\IMG_5785_JPG.rf.5630ebac704dcc7d14df0b99930c86dd.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,134.30,65.02,53.90
train,data_output\yolo_roboflow_only\images\train\IMG_5787_JPG.rf.45050736ac8afeed141e89fa01fc58ee.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,136.09,71.96,47.93
train,data_output\yolo_roboflow_only\images\train\IMG_5791_JPG.rf.a519a7584e60900f04a31d5a41517255.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,146.67,67.79,37.21
train,data_output\yolo_roboflow_only\images\train\IMG_5795_JPG.rf.0a03d8684e707d66f3fb493852c80915.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,162.19,70.89,21.69
train,data_output\yolo_roboflow_only\images\train\IMG_5799_JPG.rf.85f5d98dd970875323ef84c058968c34.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,144.48,68.01,41.80
train,data_output\yolo_roboflow_only\images\train\IMG_5802_JPG.rf.dd0154316887d091a7da1ad8c5340954.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,143.45,68.12,52.45
train,data_output\yolo_roboflow_only\images\train\IMG_5803_JPG.rf.7b3f37afd40fab18a244f2aad23d6be9.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,141.94,68.23,39.64
train,data_output\yolo_roboflow_only\images\train\IMG_5810_JPG.rf.93cf55cc07931fbbd000671fd0b07606.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,152.21,69.17,38.19
train,data_output\yolo_roboflow_only\images\train\IMG_5811_JPG.rf.141dff934d24192ba677487ca3b988b3.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,142.51,67.81,54.62
train,data_output\yolo_roboflow_only\images\train\IMG_5817_JPG.rf.7b28ea6b85b108dff358090593618176.jpg,Nanas,possibly_blurry,review_delete_or_replace,4032,3024,127.04,69.50,40.64
train,data_output\yolo_roboflow_only\images\train\IMG_5825_JPG.rf.c21902803ed6ad9f5bba9d49dfe7705d.jpg,Nanas,possibly_blurry,review_delete_or_replace,2576,1932,85.93,41.65,45.74
train,data_output\yolo_roboflow_only\images\train\istockphoto-185303198-170667a_jpg.rf.4edb19f7ef1be386cc51d315a93fe2db.jpg,Kiwi,too_bright,review_delete_or_replace,452,382,223.31,41.56,345.25
train,data_output\yolo_roboflow_only\images\train\istockphoto-477615876-170667a_jpg.rf.75881f696c4e236e7d25d846e73e23c8.jpg,Kiwi,too_bright,review_delete_or_replace,523,330,231.03,48.48,317.27
train,data_output\yolo_roboflow_only\images\train\kiwi078_jpg.rf.a904c9e73c119a366e18978b33aac949.jpg,Kiwi,low_resolution,review_delete_or_replace,261,193,125.33,43.44,3980.80
train,data_output\yolo_roboflow_only\images\train\kiwi084_jpg.rf.e758a4aab1e0d89ed7b8a09034cbff94.jpg,Kiwi,low_resolution,review_delete_or_replace,183,275,59.81,77.30,515.57
train,data_output\yolo_roboflow_only\images\train\kiwi085_jpg.rf.fa811d262ba494c3d97b06e11144c653.jpg,Kiwi,low_resolution,review_delete_or_replace,183,275,97.81,49.80,1972.57
train,data_output\yolo_roboflow_only\images\train\kiwi086_jpg.rf.6335f95c7d44fa10691471c6c07c1ecd.jpg,Kiwi,low_resolution,review_delete_or_replace,259,194,188.54,41.60,650.58
